origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,1960,1970,1980,1990,2000,origin.lat,origin.lon,dest.lat,dest.lon
Estonia,EST,Total,TOT,Latvia,LVA,4403,4691,4917,5199,4872,58.595272,25.013607,56.879635,24.603189
France,FRA,Total,TOT,Bulgaria,BGR,4304,4844,5579,6238,4443,46.227638,2.213749,42.733883,25.48583
France,FRA,Total,TOT,Cameroon,CMR,4314,5044,5113,6978,7302,46.227638,2.213749,7.369722,12.354722
France,FRA,Total,TOT,Indonesia,IDN,4897,4258,4915,6105,6561,46.227638,2.213749,-0.789275,113.921327
France,FRA,Total,TOT,Monaco,MCO,4701,5159,5521,6272,6864,46.227638,2.213749,43.750298,7.412841
France,FRA,Total,TOT,Poland,POL,4123,4190,4251,4204,4596,46.227638,2.213749,51.919438,19.145136
French Guiana,GUF,Total,TOT,Uruguay,URY,4538,4665,4439,4966,7263,3.933889,-53.125782,-32.522779,-55.765835
Gabon,GAB,Total,TOT,Ethiopia,ETH,4112,4414,5164,5970,6942,-0.803689,11.609444,9.145,40.489673
Gabon,GAB,Total,TOT,Mali,MLI,4145,4514,5125,5660,5303,-0.803689,11.609444,17.570692,-3.996166
Georgia,GEO,Total,TOT,Bulgaria,BGR,4462,4999,5743,6438,4676,42.315407,43.356892,42.733883,25.48583
Georgia,GEO,Total,TOT,Ethiopia,ETH,4538,4665,5681,6394,7658,42.315407,43.356892,9.145,40.489673
Germany,DEU,Total,TOT,Mexico,MEX,4155,4070,4660,4731,6102,51.165691,10.451526,23.634501,-102.552784
Germany,DEU,Total,TOT,Trinidad and Tobago,TTO,4742,4740,5709,5788,4508,51.165691,10.451526,10.691803,-61.222503
Grenada,GRD,Total,TOT,Barbados,BRB,4938,4736,4793,5467,6689,12.262776,-61.604171,13.193887,-59.543198
Guinea-Bissau,GNB,Total,TOT,Ethiopia,ETH,4706,5076,5896,6797,7875,11.803749,-15.180413,9.145,40.489673
Hungary,HUN,Total,TOT,Bulgaria,BGR,4366,4911,5645,6353,4556,47.162494,19.503304,42.733883,25.48583
Hungary,HUN,Total,TOT,Canada,CAN,4270,4522,5018,6004,5600,47.162494,19.503304,56.130366,-106.346771
Hungary,HUN,Total,TOT,Finland,FIN,4145,4740,6035,5108,7460,47.162494,19.503304,61.92411,25.748151
Hungary,HUN,Total,TOT,Germany,DEU,4134,5027,5699,5569,6884,47.162494,19.503304,51.165691,10.451526
Hungary,HUN,Total,TOT,Zimbabwe,ZWE,4337,5388,5973,6548,7130,47.162494,19.503304,-19.015438,29.154857
India,IND,Total,TOT,Bangladesh,BGD,4032,4683,5614,6611,7801,20.593684,78.96288,23.684994,90.356331
India,IND,Total,TOT,Zambia,ZMB,4756,4698,5256,5153,5512,20.593684,78.96288,-13.133897,27.849332
Indonesia,IDN,Total,TOT,Bangladesh,BGD,4803,4665,5681,6394,7658,-0.789275,113.921327,23.684994,90.356331
Indonesia,IDN,Total,TOT,Fiji,FJI,4366,4258,4329,5514,6800,-0.789275,113.921327,-16.578193,179.414413
Indonesia,IDN,Total,TOT,New Caledonia,NCL,4145,4719,6234,6467,7299,-0.789275,113.921327,-20.904305,165.618042
Indonesia,IDN,Total,TOT,Timor-Leste,TLS,4044,4832,5287,6415,7392,-0.789275,113.921327,-8.874217,125.727539
Iraq,IRQ,Total,TOT,Pakistan,PAK,4017,4938,5029,4967,4859,33.223191,43.679291,30.375321,69.345116
Ireland,IRL,Total,TOT,South Africa,ZAF,4198,4362,4633,4827,5713,53.41291,-8.24389,-30.559482,22.937506
Ireland,IRL,Total,TOT,United Kingdom,GBR,4780,4735,4997,5512,6480,53.41291,-8.24389,55.378051,-3.435973
Israel,ISR,Total,TOT,Bulgaria,BGR,4213,4740,5438,6105,4280,31.046051,34.851612,42.733883,25.48583
Italy,ITA,Total,TOT,Indonesia,IDN,4718,4086,4740,5878,6336,41.87194,12.56738,-0.789275,113.921327
Italy,ITA,Total,TOT,Tanzania,TZA,4598,4888,5575,6152,5769,41.87194,12.56738,-6.369028,34.888822
Jamaica,JAM,Total,TOT,Barbados,BRB,4450,4438,4841,5744,7015,18.109581,-77.297508,13.193887,-59.543198
Japan,JPN,Total,TOT,Argentina,ARG,4456,4846,5591,5527,5888,36.204824,138.252924,-38.416097,-63.616672
Japan,JPN,Total,TOT,Cambodia,KHM,4165,4185,5318,5878,5042,36.204824,138.252924,12.565679,104.990963
Japan,JPN,Total,TOT,Ethiopia,ETH,4241,4289,5318,5969,6799,36.204824,138.252924,9.145,40.489673
Jordan,JOR,Total,TOT,Bulgaria,BGR,4337,4881,5616,6320,4509,30.585164,36.238414,42.733883,25.48583
Kazakhstan,KAZ,Total,TOT,Norway,NOR,4803,4665,4914,4966,5706,48.019573,66.923684,60.472024,8.468946
Kenya,KEN,Total,TOT,Monaco,MCO,4538,4998,4955,6238,7659,-0.023559,37.906193,43.750298,7.412841
Kenya,KEN,Total,TOT,Zimbabwe,ZWE,4040,5079,5606,6125,6682,-0.023559,37.906193,-19.015438,29.154857
Kuwait,KWT,Total,TOT,Pakistan,PAK,4803,4599,4674,4548,4428,29.31166,47.481766,30.375321,69.345116
Latvia,LVA,Total,TOT,Canada,CAN,5019,5104,5272,5918,7190,56.879635,24.603189,56.130366,-106.346771
Latvia,LVA,Total,TOT,Norway,NOR,4112,4414,4830,5141,4509,56.879635,24.603189,60.472024,8.468946
Latvia,LVA,Total,TOT,United States,USA,4966,4822,5351,5780,6789,56.879635,24.603189,37.09024,-95.712891
Lebanon,LBN,Total,TOT,Bangladesh,BGD,4692,4594,5509,6474,7659,33.854721,35.862285,23.684994,90.356331
Lebanon,LBN,Total,TOT,Cameroon,CMR,4241,4998,5318,4903,4952,33.854721,35.862285,7.369722,12.354722
Liberia,LBR,Total,TOT,Mali,MLI,4706,5145,5789,6475,6268,6.428055,-9.429499,17.570692,-3.996166
Libya,LBY,Total,TOT,Belgium,BEL,4241,5281,5579,5514,6336,26.3351,17.228331,50.503887,4.469936
Libya,LBY,Total,TOT,Uganda,UGA,4039,4445,5029,5970,7509,26.3351,17.228331,1.373333,32.290275
Liechtenstein,LIE,Total,TOT,Hungary,HUN,4179,4881,5164,5321,5854,47.166,9.555373,47.162494,19.503304
Lithuania,LTU,Total,TOT,Canada,CAN,4764,4828,4975,5596,6805,55.169438,23.881275,56.130366,-106.346771
Lithuania,LTU,Total,TOT,Monaco,MCO,4538,4665,4695,5922,7304,55.169438,23.881275,43.750298,7.412841
Luxembourg,LUX,Total,TOT,Belgium,BEL,4140,4729,4977,4747,5243,49.815273,6.129583,50.503887,4.469936
Mauritius,MUS,Total,TOT,Ethiopia,ETH,4538,4998,5681,6761,7658,-20.348404,57.552152,9.145,40.489673
Morocco,MAR,Total,TOT,Ethiopia,ETH,4538,4665,5681,6394,7263,31.791702,-7.09262,9.145,40.489673
Morocco,MAR,Total,TOT,Sudan,SDN,4517,4866,6197,5251,6621,31.791702,-7.09262,12.862807,30.217636
Mozambique,MOZ,Total,TOT,Burundi,BDI,4804,4740,4830,4961,4860,-18.665695,35.529562,-3.373056,29.918886
Nepal,NPL,Total,TOT,Pakistan,PAK,4670,4539,4620,4480,4353,28.394857,84.124008,30.375321,69.345116
Netherlands,NLD,Total,TOT,Austria,AUT,4648,4394,4230,4293,6025,52.132633,5.291266,47.516231,14.550072
Netherlands,NLD,Total,TOT,Dominican Republic,DOM,4479,4912,5380,5993,6821,52.132633,5.291266,18.735693,-70.162651
Netherlands,NLD,Total,TOT,Monaco,MCO,4669,5226,4587,5788,7179,52.132633,5.291266,43.750298,7.412841
Netherlands,NLD,Total,TOT,Netherlands Antilles,ANT,4060,4176,4438,5506,6881,52.132633,5.291266,12.226079,-69.060087
Netherlands Antilles,ANT,Total,TOT,Uruguay,URY,4538,4289,4439,4966,6799,12.226079,-69.060087,-32.522779,-55.765835
New Caledonia,NCL,Total,TOT,France,FRA,4108,4514,5238,6282,7831,-20.904305,165.618042,46.227638,2.213749
New Zealand,NZL,Total,TOT,Indonesia,IDN,5001,4372,5029,6282,6702,-40.900557,174.885971,-0.789275,113.921327
Nigeria,NGA,Total,TOT,Ethiopia,ETH,4258,4554,5338,6158,7178,9.081999,8.675277,9.145,40.489673
Norway,NOR,Total,TOT,Bulgaria,BGR,4538,4998,5681,6394,4769,60.472024,8.468946,42.733883,25.48583
Norway,NOR,Total,TOT,Hungary,HUN,4869,5516,5878,6121,6753,60.472024,8.468946,47.162494,19.503304
Norway,NOR,Total,TOT,Indonesia,IDN,4833,4184,4830,6013,6442,60.472024,8.468946,-0.789275,113.921327
Pakistan,PAK,Total,TOT,Maldives,MDV,4595,5094,5302,5664,6243,30.375321,69.345116,3.202778,73.22068
Palau,PLW,Total,TOT,Indonesia,IDN,4856,4223,4870,6013,6498,7.51498,134.58252,-0.789275,113.921327
Peru,PER,Total,TOT,Bulgaria,BGR,4538,4998,5681,6394,4769,-9.189967,-75.015152,42.733883,25.48583
Peru,PER,Total,TOT,Uruguay,URY,4434,4418,4195,4762,5681,-9.189967,-75.015152,-32.522779,-55.765835
Philippines,PHL,Total,TOT,Bulgaria,BGR,4538,4998,5681,6394,4769,12.879721,121.774017,42.733883,25.48583
Philippines,PHL,Total,TOT,Cambodia,KHM,4606,4650,5995,6510,5718,12.879721,121.774017,12.565679,104.990963
Philippines,PHL,Total,TOT,Ethiopia,ETH,4538,4998,5681,6761,7658,12.879721,121.774017,9.145,40.489673
Philippines,PHL,Total,TOT,Hungary,HUN,4579,5421,5777,6020,6668,12.879721,121.774017,47.162494,19.503304
Philippines,PHL,Total,TOT,Italy,ITA,4157,5303,5867,5602,7506,12.879721,121.774017,41.87194,12.56738
Poland,POL,Total,TOT,United States,USA,4492,4476,4188,4410,5576,51.919438,19.145136,37.09024,-95.712891
Puerto Rico,PRI,Total,TOT,Guatemala,GTM,4567,5121,5438,5970,6498,18.220833,-66.590149,15.783471,-90.230759
Romania,ROU,Total,TOT,New Zealand,NZL,4316,4525,4850,5624,7724,45.943161,24.96676,-40.900557,174.885971
Romania,ROU,Total,TOT,Qatar,QAT,4216,4686,6294,6785,6246,45.943161,24.96676,25.354826,51.183884
Samoa,WSM,Total,TOT,French Polynesia,PYF,4241,4665,5681,5513,6843,-13.759029,-172.104629,-17.679742,-149.406843
Samoa,WSM,Total,TOT,Niue,NIU,4366,5509,6035,4551,4769,-13.759029,-172.104629,-19.054445,-169.867233
Senegal,SEN,Total,TOT,Uganda,UGA,4039,4445,4740,5257,7509,14.497401,-14.452362,1.373333,32.290275
Sierra Leone,SLE,Total,TOT,Ethiopia,ETH,4539,4881,5682,6548,7584,8.460555,-11.779889,9.145,40.489673
Singapore,SGP,Total,TOT,Cambodia,KHM,4108,4111,5318,5788,4931,1.352083,103.819836,12.565679,104.990963
Singapore,SGP,Total,TOT,Pakistan,PAK,4538,4508,4583,4428,4310,1.352083,103.819836,30.375321,69.345116
Slovenia,SVN,Total,TOT,Bulgaria,BGR,4241,4665,5318,5969,4298,46.151241,14.995463,42.733883,25.48583
South Africa,ZAF,Total,TOT,Malawi,MWI,4991,5427,5466,6080,6848,-30.559482,22.937506,-13.254308,34.301525
South Africa,ZAF,Total,TOT,Monaco,MCO,4538,4665,4955,6191,7612,-30.559482,22.937506,43.750298,7.412841
Sri Lanka,LKA,Total,TOT,Fiji,FJI,4512,4372,4491,5701,6990,7.873054,80.771797,-16.578193,179.414413
Sudan,SDN,Total,TOT,Burundi,BDI,4897,4844,4915,5022,4938,12.862807,30.217636,-3.373056,29.918886
Sudan,SDN,Total,TOT,Ethiopia,ETH,4424,4748,5546,6384,7415,12.862807,30.217636,9.145,40.489673
Switzerland,CHE,Total,TOT,Israel,ISR,4039,4881,5973,4631,7902,46.818188,8.227512,31.046051,34.851612
Switzerland,CHE,Total,TOT,United States,USA,4047,4254,4389,4704,5747,46.818188,8.227512,37.09024,-95.712891
Turkey,TUR,Total,TOT,Trinidad and Tobago,TTO,4538,4665,5681,5513,4858,38.963745,35.243322,10.691803,-61.222503
Turkey,TUR,Total,TOT,Uruguay,URY,4304,4258,4052,4551,4194,38.963745,35.243322,-32.522779,-55.765835
Turks and Caicos Islands,TCA,Total,TOT,Dominican Republic,DOM,4241,4289,4439,4250,4858,21.694025,-71.797928,18.735693,-70.162651
Uganda,UGA,Total,TOT,Ethiopia,ETH,4022,4307,5054,5819,6801,1.373333,32.290275,9.145,40.489673
Uganda,UGA,Total,TOT,Zimbabwe,ZWE,4242,5311,5877,6438,6990,1.373333,32.290275,-19.015438,29.154857
Ukraine,UKR,Total,TOT,Canada,CAN,4178,4191,4284,4797,5918,48.379433,31.16558,56.130366,-106.346771
Ukraine,UKR,Total,TOT,China,CHN,4616,4707,4439,5021,6611,48.379433,31.16558,35.86166,104.195397
Ukraine,UKR,Total,TOT,Georgia,GEO,4105,4392,4775,5786,4987,48.379433,31.16558,42.315407,43.356892
Ukraine,UKR,Total,TOT,Norway,NOR,4011,4086,4113,4481,4372,48.379433,31.16558,60.472024,8.468946
Ukraine,UKR,Total,TOT,Zambia,ZMB,4241,4289,4830,6761,7263,48.379433,31.16558,-13.133897,27.849332
United Arab Emirates,ARE,Total,TOT,Hungary,HUN,4241,4998,5318,5513,5643,23.424076,53.847818,47.162494,19.503304
United Arab Emirates,ARE,Total,TOT,Pakistan,PAK,4538,4546,4626,4491,4360,23.424076,53.847818,30.375321,69.345116
United Kingdom,GBR,Total,TOT,Canada,CAN,4904,5296,5958,6810,6322,55.378051,-3.435973,56.130366,-106.346771
United Kingdom,GBR,Total,TOT,San Marino,SMR,4241,4665,4342,5010,5875,55.378051,-3.435973,43.94236,12.457777
United Kingdom,GBR,Total,TOT,United States,USA,4720,5042,5676,6434,7394,55.378051,-3.435973,37.09024,-95.712891
United States,USA,Total,TOT,Somalia,SOM,4718,4041,5709,6395,4769,37.09024,-95.712891,5.152149,46.199616
Uruguay,URY,Total,TOT,Trinidad and Tobago,TTO,4803,4665,5681,5969,4858,-32.522779,-55.765835,10.691803,-61.222503
Uzbekistan,UZB,Total,TOT,Bulgaria,BGR,4856,5431,6265,7034,5300,41.377491,64.585262,42.733883,25.48583
Vietnam,VNM,Total,TOT,Bangladesh,BGD,4538,4289,5318,5969,7263,14.058324,108.277199,23.684994,90.356331
Vietnam,VNM,Total,TOT,Indonesia,IDN,4802,4162,4817,5966,6416,14.058324,108.277199,-0.789275,113.921327
