origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,1960,1970,1980,1990,2000,origin.lat,origin.lon,dest.lat,dest.lon
Armenia,ARM,Female,FEM,Australia,AUS,84,241,119,202,473,40.069099,45.038189,-25.274398,133.775136
Armenia,ARM,Male,MAL,Australia,AUS,131,243,116,174,414,40.069099,45.038189,-25.274398,133.775136
Armenia,ARM,Total,TOT,Australia,AUS,214,484,234,375,887,40.069099,45.038189,-25.274398,133.775136
Aruba,ABW,Female,FEM,Australia,AUS,0,0,2,16,16,12.52111,-69.968338,-25.274398,133.775136
Aruba,ABW,Male,MAL,Australia,AUS,0,0,2,17,26,12.52111,-69.968338,-25.274398,133.775136
Aruba,ABW,Total,TOT,Australia,AUS,0,0,4,33,42,12.52111,-69.968338,-25.274398,133.775136
Australia,AUS,Female,FEM,Australia,AUS,0,0,0,0,0,-25.274398,133.775136,-25.274398,133.775136
Australia,AUS,Male,MAL,Australia,AUS,0,0,0,0,0,-25.274398,133.775136,-25.274398,133.775136
Australia,AUS,Total,TOT,Australia,AUS,0,0,0,0,0,-25.274398,133.775136,-25.274398,133.775136
Austria,AUT,Female,FEM,Australia,AUS,9122,12253,9351,9645,8928,47.516231,14.550072,-25.274398,133.775136
Austria,AUT,Male,MAL,Australia,AUS,13671,14971,12640,11335,10206,47.516231,14.550072,-25.274398,133.775136
Austria,AUT,Total,TOT,Australia,AUS,22793,27224,21991,20980,19133,47.516231,14.550072,-25.274398,133.775136
Azerbaijan,AZE,Female,FEM,Australia,AUS,52,149,73,332,83,40.143105,47.576927,-25.274398,133.775136
Azerbaijan,AZE,Male,MAL,Australia,AUS,81,150,71,297,61,40.143105,47.576927,-25.274398,133.775136
Azerbaijan,AZE,Total,TOT,Australia,AUS,132,299,144,629,143,40.143105,47.576927,-25.274398,133.775136
Bahamas, The,BHS,Female,FEM,Australia,AUS,0,13,8,84,92,-99999,-99999,-25.274398,133.775136
Bahamas, The,BHS,Male,MAL,Australia,AUS,1,17,7,89,87,-99999,-99999,-25.274398,133.775136
Bahamas, The,BHS,Total,TOT,Australia,AUS,2,31,16,173,179,-99999,-99999,-25.274398,133.775136
Bahrain,BHR,Female,FEM,Australia,AUS,1,3,32,238,309,25.930414,50.637772,-25.274398,133.775136
Bahrain,BHR,Male,MAL,Australia,AUS,3,4,37,238,348,25.930414,50.637772,-25.274398,133.775136
Bahrain,BHR,Total,TOT,Australia,AUS,4,7,70,476,657,25.930414,50.637772,-25.274398,133.775136
Bangladesh,BGD,Female,FEM,Australia,AUS,13,29,314,899,3576,23.684994,90.356331,-25.274398,133.775136
Bangladesh,BGD,Male,MAL,Australia,AUS,27,38,394,1338,5368,23.684994,90.356331,-25.274398,133.775136
Bangladesh,BGD,Total,TOT,Australia,AUS,40,67,709,2237,8943,23.684994,90.356331,-25.274398,133.775136
Barbados,BRB,Female,FEM,Australia,AUS,2,22,14,129,134,13.193887,-59.543198,-25.274398,133.775136
Barbados,BRB,Male,MAL,Australia,AUS,2,30,13,162,170,13.193887,-59.543198,-25.274398,133.775136
Barbados,BRB,Total,TOT,Australia,AUS,4,52,27,291,305,13.193887,-59.543198,-25.274398,133.775136
Belarus,BLR,Female,FEM,Australia,AUS,96,244,121,129,575,53.709807,27.953389,-25.274398,133.775136
Belarus,BLR,Male,MAL,Australia,AUS,123,247,116,123,456,53.709807,27.953389,-25.274398,133.775136
Belarus,BLR,Total,TOT,Australia,AUS,218,491,237,252,1031,53.709807,27.953389,-25.274398,133.775136
Belgium,BEL,Female,FEM,Australia,AUS,966,1818,2215,2257,2489,50.503887,4.469936,-25.274398,133.775136
Belgium,BEL,Male,MAL,Australia,AUS,1036,1745,1945,2208,2364,50.503887,4.469936,-25.274398,133.775136
Belgium,BEL,Total,TOT,Australia,AUS,2002,3563,4160,4464,4853,50.503887,4.469936,-25.274398,133.775136
Belize,BLZ,Female,FEM,Australia,AUS,0,5,3,0,33,17.189877,-88.49765,-25.274398,133.775136
Belize,BLZ,Male,MAL,Australia,AUS,0,6,2,0,20,17.189877,-88.49765,-25.274398,133.775136
Belize,BLZ,Total,TOT,Australia,AUS,0,11,5,0,52,17.189877,-88.49765,-25.274398,133.775136
Benin,BEN,Female,FEM,Australia,AUS,0,0,3,3,3,9.30769,2.315834,-25.274398,133.775136
Benin,BEN,Male,MAL,Australia,AUS,0,1,3,3,15,9.30769,2.315834,-25.274398,133.775136
Benin,BEN,Total,TOT,Australia,AUS,0,2,6,6,18,9.30769,2.315834,-25.274398,133.775136
Bermuda,BMU,Female,FEM,Australia,AUS,2,27,17,167,189,32.321384,-64.75737,-25.274398,133.775136
Bermuda,BMU,Male,MAL,Australia,AUS,3,35,15,173,173,32.321384,-64.75737,-25.274398,133.775136
Bermuda,BMU,Total,TOT,Australia,AUS,5,62,32,340,362,32.321384,-64.75737,-25.274398,133.775136
Bhutan,BTN,Female,FEM,Australia,AUS,0,0,2,0,25,27.514162,90.433601,-25.274398,133.775136
Bhutan,BTN,Male,MAL,Australia,AUS,0,0,2,0,36,27.514162,90.433601,-25.274398,133.775136
Bhutan,BTN,Total,TOT,Australia,AUS,0,0,4,0,61,27.514162,90.433601,-25.274398,133.775136
Bolivia,BOL,Female,FEM,Australia,AUS,4,13,32,256,347,-16.290154,-63.588653,-25.274398,133.775136
Bolivia,BOL,Male,MAL,Australia,AUS,5,13,27,237,309,-16.290154,-63.588653,-25.274398,133.775136
Bolivia,BOL,Total,TOT,Australia,AUS,9,27,58,493,656,-16.290154,-63.588653,-25.274398,133.775136
Bosnia and Herzegovina,BIH,Female,FEM,Australia,AUS,2274,4151,8342,9549,11618,43.915886,17.679076,-25.274398,133.775136
Bosnia and Herzegovina,BIH,Male,MAL,Australia,AUS,4038,6723,10597,10983,12008,43.915886,17.679076,-25.274398,133.775136
Bosnia and Herzegovina,BIH,Total,TOT,Australia,AUS,6312,10875,18939,20532,23626,43.915886,17.679076,-25.274398,133.775136
Botswana,BWA,Female,FEM,Australia,AUS,10,32,105,66,326,-22.328474,24.684866,-25.274398,133.775136
Botswana,BWA,Male,MAL,Australia,AUS,15,37,99,83,374,-22.328474,24.684866,-25.274398,133.775136
Botswana,BWA,Total,TOT,Australia,AUS,26,70,204,149,700,-22.328474,24.684866,-25.274398,133.775136
Brazil,BRA,Female,FEM,Australia,AUS,31,95,239,1426,2596,-14.235004,-51.92528,-25.274398,133.775136
Brazil,BRA,Male,MAL,Australia,AUS,32,96,180,1402,2113,-14.235004,-51.92528,-25.274398,133.775136
Brazil,BRA,Total,TOT,Australia,AUS,63,190,418,2827,4709,-14.235004,-51.92528,-25.274398,133.775136
Brunei Darussalam,BRN,Female,FEM,Australia,AUS,4,8,85,749,1011,-99999,-99999,-25.274398,133.775136
Brunei Darussalam,BRN,Male,MAL,Australia,AUS,7,11,121,818,1024,-99999,-99999,-25.274398,133.775136
Brunei Darussalam,BRN,Total,TOT,Australia,AUS,12,19,206,1567,2036,-99999,-99999,-25.274398,133.775136
Bulgaria,BGR,Female,FEM,Australia,AUS,287,421,341,648,1174,42.733883,25.48583,-25.274398,133.775136
Bulgaria,BGR,Male,MAL,Australia,AUS,1052,1149,1277,1048,1373,42.733883,25.48583,-25.274398,133.775136
Bulgaria,BGR,Total,TOT,Australia,AUS,1339,1570,1618,1696,2547,42.733883,25.48583,-25.274398,133.775136
Burkina Faso,BFA,Female,FEM,Australia,AUS,0,1,4,5,12,12.238333,-1.561593,-25.274398,133.775136
Burkina Faso,BFA,Male,MAL,Australia,AUS,0,2,4,4,18,12.238333,-1.561593,-25.274398,133.775136
Burkina Faso,BFA,Total,TOT,Australia,AUS,1,3,9,9,30,12.238333,-1.561593,-25.274398,133.775136
Burundi,BDI,Female,FEM,Australia,AUS,0,2,8,21,12,-3.373056,29.918886,-25.274398,133.775136
Burundi,BDI,Male,MAL,Australia,AUS,1,3,7,17,15,-3.373056,29.918886,-25.274398,133.775136
Burundi,BDI,Total,TOT,Australia,AUS,2,5,16,38,27,-3.373056,29.918886,-25.274398,133.775136
Cambodia,KHM,Female,FEM,Australia,AUS,58,103,1732,8550,11850,12.565679,104.990963,-25.274398,133.775136
Cambodia,KHM,Male,MAL,Australia,AUS,83,133,1729,8579,10792,12.565679,104.990963,-25.274398,133.775136
Cambodia,KHM,Total,TOT,Australia,AUS,142,236,3461,17129,22643,12.565679,104.990963,-25.274398,133.775136
Cameroon,CMR,Female,FEM,Australia,AUS,1,4,12,11,23,7.369722,12.354722,-25.274398,133.775136
Cameroon,CMR,Male,MAL,Australia,AUS,2,4,11,9,45,7.369722,12.354722,-25.274398,133.775136
Cameroon,CMR,Total,TOT,Australia,AUS,3,8,24,21,68,7.369722,12.354722,-25.274398,133.775136
Canada,CAN,Female,FEM,Australia,AUS,2841,4686,10141,11209,14053,56.130366,-106.346771,-25.274398,133.775136
Canada,CAN,Male,MAL,Australia,AUS,3239,5377,9305,10643,12936,56.130366,-106.346771,-25.274398,133.775136
Canada,CAN,Total,TOT,Australia,AUS,6080,10064,19446,21852,26989,56.130366,-106.346771,-25.274398,133.775136
Cape Verde,CPV,Female,FEM,Australia,AUS,0,1,3,4,3,16.002082,-24.013197,-25.274398,133.775136
Cape Verde,CPV,Male,MAL,Australia,AUS,0,1,3,3,18,16.002082,-24.013197,-25.274398,133.775136
Cape Verde,CPV,Total,TOT,Australia,AUS,0,2,6,6,21,16.002082,-24.013197,-25.274398,133.775136
Cayman Islands,CYM,Female,FEM,Australia,AUS,0,0,0,1,3,19.513469,-80.566956,-25.274398,133.775136
Cayman Islands,CYM,Male,MAL,Australia,AUS,0,0,0,1,0,19.513469,-80.566956,-25.274398,133.775136
Cayman Islands,CYM,Total,TOT,Australia,AUS,0,0,0,2,3,19.513469,-80.566956,-25.274398,133.775136
Central African Republic,CAF,Female,FEM,Australia,AUS,0,0,0,1,0,6.611111,20.939444,-25.274398,133.775136
Central African Republic,CAF,Male,MAL,Australia,AUS,0,0,0,0,6,6.611111,20.939444,-25.274398,133.775136
Central African Republic,CAF,Total,TOT,Australia,AUS,0,0,2,2,6,6.611111,20.939444,-25.274398,133.775136
Chad,TCD,Female,FEM,Australia,AUS,0,2,5,6,12,15.454166,18.732207,-25.274398,133.775136
Chad,TCD,Male,MAL,Australia,AUS,0,2,5,5,23,15.454166,18.732207,-25.274398,133.775136
Chad,TCD,Total,TOT,Australia,AUS,1,4,11,11,35,15.454166,18.732207,-25.274398,133.775136
Channel Islands,CHI,Female,FEM,Australia,AUS,..,..,..,..,..,-99999,-99999,-25.274398,133.775136
Channel Islands,CHI,Male,MAL,Australia,AUS,..,..,..,..,..,-99999,-99999,-25.274398,133.775136
Channel Islands,CHI,Total,TOT,Australia,AUS,..,..,..,..,..,-99999,-99999,-25.274398,133.775136
Chile,CHL,Female,FEM,Australia,AUS,141,495,8458,12493,12154,-35.675147,-71.542969,-25.274398,133.775136
Chile,CHL,Male,MAL,Australia,AUS,172,497,7097,12081,11237,-35.675147,-71.542969,-25.274398,133.775136
Chile,CHL,Total,TOT,Australia,AUS,313,992,15555,24575,23390,-35.675147,-71.542969,-25.274398,133.775136
China,CHN,Female,FEM,Australia,AUS,4489,8211,12938,35442,86995,35.86166,104.195397,-25.274398,133.775136
China,CHN,Male,MAL,Australia,AUS,9346,11840,12867,40256,75816,35.86166,104.195397,-25.274398,133.775136
China,CHN,Total,TOT,Australia,AUS,13834,20051,25805,75698,162810,35.86166,104.195397,-25.274398,133.775136
Colombia,COL,Female,FEM,Australia,AUS,26,87,209,1087,2252,4.570868,-74.297333,-25.274398,133.775136
Colombia,COL,Male,MAL,Australia,AUS,32,88,175,949,2069,4.570868,-74.297333,-25.274398,133.775136
Colombia,COL,Total,TOT,Australia,AUS,58,175,384,2035,4321,4.570868,-74.297333,-25.274398,133.775136
Comoros,COM,Female,FEM,Australia,AUS,0,0,2,8,12,-11.875001,43.872219,-25.274398,133.775136
Comoros,COM,Male,MAL,Australia,AUS,0,1,4,6,3,-11.875001,43.872219,-25.274398,133.775136
Comoros,COM,Total,TOT,Australia,AUS,0,2,6,14,15,-11.875001,43.872219,-25.274398,133.775136
Congo, Dem. Rep.,COD,Female,FEM,Australia,AUS,7,19,63,121,141,-99999,-99999,-25.274398,133.775136
Congo, Dem. Rep.,COD,Male,MAL,Australia,AUS,9,22,58,126,126,-99999,-99999,-25.274398,133.775136
Congo, Dem. Rep.,COD,Total,TOT,Australia,AUS,15,41,121,247,267,-99999,-99999,-25.274398,133.775136
Congo, Rep.,COG,Female,FEM,Australia,AUS,3,8,24,22,59,-99999,-99999,-25.274398,133.775136
Congo, Rep.,COG,Male,MAL,Australia,AUS,3,9,24,19,75,-99999,-99999,-25.274398,133.775136
Congo, Rep.,COG,Total,TOT,Australia,AUS,6,16,48,41,133,-99999,-99999,-25.274398,133.775136
Cook Islands,COK,Female,FEM,Australia,AUS,6,43,25,1145,2389,-21.236736,-159.777671,-25.274398,133.775136
Cook Islands,COK,Male,MAL,Australia,AUS,7,35,24,1073,2293,-21.236736,-159.777671,-25.274398,133.775136
Cook Islands,COK,Total,TOT,Australia,AUS,13,78,49,2218,4682,-21.236736,-159.777671,-25.274398,133.775136
Costa Rica,CRI,Female,FEM,Australia,AUS,1,6,13,111,138,9.748917,-83.753428,-25.274398,133.775136
Costa Rica,CRI,Male,MAL,Australia,AUS,2,7,13,117,154,9.748917,-83.753428,-25.274398,133.775136
Costa Rica,CRI,Total,TOT,Australia,AUS,4,13,26,228,293,9.748917,-83.753428,-25.274398,133.775136
Cote d'Ivoire,CIV,Female,FEM,Australia,AUS,1,4,11,13,28,-99999,-99999,-25.274398,133.775136
Cote d'Ivoire,CIV,Male,MAL,Australia,AUS,2,4,11,10,47,-99999,-99999,-25.274398,133.775136
Cote d'Ivoire,CIV,Total,TOT,Australia,AUS,3,8,22,23,74,-99999,-99999,-25.274398,133.775136
Croatia,HRV,Female,FEM,Australia,AUS,4778,9036,18142,20785,24517,45.1,15.2,-25.274398,133.775136
Croatia,HRV,Male,MAL,Australia,AUS,8960,14635,23081,23906,26908,45.1,15.2,-25.274398,133.775136
Croatia,HRV,Total,TOT,Australia,AUS,13739,23671,41224,44691,51426,45.1,15.2,-25.274398,133.775136
Cuba,CUB,Female,FEM,Australia,AUS,2,0,19,160,181,21.521757,-77.781167,-25.274398,133.775136
Cuba,CUB,Male,MAL,Australia,AUS,3,1,17,189,225,21.521757,-77.781167,-25.274398,133.775136
Cuba,CUB,Total,TOT,Australia,AUS,5,2,36,349,405,21.521757,-77.781167,-25.274398,133.775136
Cyprus,CYP,Female,FEM,Australia,AUS,3265,5566,10271,10475,9603,35.126413,33.429859,-25.274398,133.775136
Cyprus,CYP,Male,MAL,Australia,AUS,4985,6842,12229,11028,9696,35.126413,33.429859,-25.274398,133.775136
Cyprus,CYP,Total,TOT,Australia,AUS,8250,12407,22499,21503,19299,35.126413,33.429859,-25.274398,133.775136
Czech Republic,CZE,Female,FEM,Australia,AUS,2943,3610,4479,5235,3279,49.817492,15.472962,-25.274398,133.775136
Czech Republic,CZE,Male,MAL,Australia,AUS,5198,6251,6429,6782,3628,49.817492,15.472962,-25.274398,133.775136
Czech Republic,CZE,Total,TOT,Australia,AUS,8142,9861,10908,12017,6908,49.817492,15.472962,-25.274398,133.775136
Denmark,DNK,Female,FEM,Australia,AUS,1804,2277,3206,3863,4108,56.26392,9.501785,-25.274398,133.775136
Denmark,DNK,Male,MAL,Australia,AUS,3619,3977,4423,4944,4836,56.26392,9.501785,-25.274398,133.775136
Denmark,DNK,Total,TOT,Australia,AUS,5423,6254,7629,8807,8944,56.26392,9.501785,-25.274398,133.775136
Djibouti,DJI,Female,FEM,Australia,AUS,0,4,16,32,33,11.825138,42.590275,-25.274398,133.775136
Djibouti,DJI,Male,MAL,Australia,AUS,2,4,7,25,28,11.825138,42.590275,-25.274398,133.775136
Djibouti,DJI,Total,TOT,Australia,AUS,3,8,23,56,61,11.825138,42.590275,-25.274398,133.775136
Dominica,DMA,Female,FEM,Australia,AUS,0,0,0,2,0,15.414999,-61.370976,-25.274398,133.775136
Dominica,DMA,Male,MAL,Australia,AUS,0,0,0,2,6,15.414999,-61.370976,-25.274398,133.775136
Dominica,DMA,Total,TOT,Australia,AUS,0,1,0,5,6,15.414999,-61.370976,-25.274398,133.775136
Dominican Republic,DOM,Female,FEM,Australia,AUS,0,0,2,18,22,18.735693,-70.162651,-25.274398,133.775136
Dominican Republic,DOM,Male,MAL,Australia,AUS,0,0,2,20,26,18.735693,-70.162651,-25.274398,133.775136
Dominican Republic,DOM,Total,TOT,Australia,AUS,0,0,4,38,47,18.735693,-70.162651,-25.274398,133.775136
Ecuador,ECU,Female,FEM,Australia,AUS,8,27,64,497,674,-1.831239,-78.183406,-25.274398,133.775136
Ecuador,ECU,Male,MAL,Australia,AUS,10,27,54,552,650,-1.831239,-78.183406,-25.274398,133.775136
Ecuador,ECU,Total,TOT,Australia,AUS,18,53,118,1049,1324,-1.831239,-78.183406,-25.274398,133.775136
Egypt, Arab Rep.,EGY,Female,FEM,Australia,AUS,7590,12371,14874,15718,16741,-99999,-99999,-25.274398,133.775136
Egypt, Arab Rep.,EGY,Male,MAL,Australia,AUS,7962,13044,14678,16726,17390,-99999,-99999,-25.274398,133.775136
Egypt, Arab Rep.,EGY,Total,TOT,Australia,AUS,15552,25414,29551,32444,34132,-99999,-99999,-25.274398,133.775136
El Salvador,SLV,Female,FEM,Australia,AUS,49,211,409,4310,4941,13.794185,-88.89653,-25.274398,133.775136
El Salvador,SLV,Male,MAL,Australia,AUS,79,219,439,4168,4648,13.794185,-88.89653,-25.274398,133.775136
El Salvador,SLV,Total,TOT,Australia,AUS,128,430,848,8477,9589,13.794185,-88.89653,-25.274398,133.775136
Equatorial Guinea,GNQ,Female,FEM,Australia,AUS,0,0,0,1,3,1.650801,10.267895,-25.274398,133.775136
Equatorial Guinea,GNQ,Male,MAL,Australia,AUS,0,0,0,0,3,1.650801,10.267895,-25.274398,133.775136
Equatorial Guinea,GNQ,Total,TOT,Australia,AUS,0,0,2,2,6,1.650801,10.267895,-25.274398,133.775136
Eritrea,ERI,Female,FEM,Australia,AUS,24,69,225,167,782,15.179384,39.782334,-25.274398,133.775136
Eritrea,ERI,Male,MAL,Australia,AUS,31,79,207,234,802,15.179384,39.782334,-25.274398,133.775136
Eritrea,ERI,Total,TOT,Australia,AUS,54,148,432,401,1584,15.179384,39.782334,-25.274398,133.775136
Estonia,EST,Female,FEM,Australia,AUS,3435,4422,3068,1782,1298,58.595272,25.013607,-25.274398,133.775136
Estonia,EST,Male,MAL,Australia,AUS,3309,4359,2841,1490,1065,58.595272,25.013607,-25.274398,133.775136
Estonia,EST,Total,TOT,Australia,AUS,6744,8781,5909,3272,2364,58.595272,25.013607,-25.274398,133.775136
Ethiopia,ETH,Female,FEM,Australia,AUS,58,169,553,371,1685,9.145,40.489673,-25.274398,133.775136
Ethiopia,ETH,Male,MAL,Australia,AUS,75,194,509,519,1833,9.145,40.489673,-25.274398,133.775136
Ethiopia,ETH,Total,TOT,Australia,AUS,133,363,1062,890,3518,9.145,40.489673,-25.274398,133.775136
Faeroe Islands,FRO,Female,FEM,Australia,AUS,0,0,0,67,12,-99999,-99999,-25.274398,133.775136
Faeroe Islands,FRO,Male,MAL,Australia,AUS,0,0,0,84,9,-99999,-99999,-25.274398,133.775136
Faeroe Islands,FRO,Total,TOT,Australia,AUS,0,0,0,152,21,-99999,-99999,-25.274398,133.775136
Falkland Islands (Malvinas),FLK,Female,FEM,Australia,AUS,0,2,5,54,50,-99999,-99999,-25.274398,133.775136
Falkland Islands (Malvinas),FLK,Male,MAL,Australia,AUS,0,2,5,61,60,-99999,-99999,-25.274398,133.775136
Falkland Islands (Malvinas),FLK,Total,TOT,Australia,AUS,1,4,10,116,110,-99999,-99999,-25.274398,133.775136
Fiji,FJI,Female,FEM,Australia,AUS,1241,2180,4682,15230,23244,-16.578193,179.414413,-25.274398,133.775136
Fiji,FJI,Male,MAL,Australia,AUS,1432,2088,4802,14085,20451,-16.578193,179.414413,-25.274398,133.775136
Fiji,FJI,Total,TOT,Australia,AUS,2673,4269,9485,29315,43695,-16.578193,179.414413,-25.274398,133.775136
Finland,FIN,Female,FEM,Australia,AUS,2617,2945,5164,4455,4416,61.92411,25.748151,-25.274398,133.775136
Finland,FIN,Male,MAL,Australia,AUS,3603,3914,4004,4277,3768,61.92411,25.748151,-25.274398,133.775136
Finland,FIN,Total,TOT,Australia,AUS,6220,6859,9168,8732,8184,61.92411,25.748151,-25.274398,133.775136
France,FRA,Female,FEM,Australia,AUS,1925,3901,5263,7117,8503,46.227638,2.213749,-25.274398,133.775136
France,FRA,Male,MAL,Australia,AUS,3283,3798,7596,7383,8604,46.227638,2.213749,-25.274398,133.775136
France,FRA,Total,TOT,Australia,AUS,5208,7699,12859,14500,17107,46.227638,2.213749,-25.274398,133.775136
French Guiana,GUF,Female,FEM,Australia,AUS,0,0,0,45,6,3.933889,-53.125782,-25.274398,133.775136
French Guiana,GUF,Male,MAL,Australia,AUS,0,0,0,40,0,3.933889,-53.125782,-25.274398,133.775136
French Guiana,GUF,Total,TOT,Australia,AUS,0,0,0,85,6,3.933889,-53.125782,-25.274398,133.775136
French Polynesia,PYF,Female,FEM,Australia,AUS,0,3,2,142,200,-17.679742,-149.406843,-25.274398,133.775136
French Polynesia,PYF,Male,MAL,Australia,AUS,0,3,2,87,145,-17.679742,-149.406843,-25.274398,133.775136
French Polynesia,PYF,Total,TOT,Australia,AUS,0,6,4,228,345,-17.679742,-149.406843,-25.274398,133.775136
Gabon,GAB,Female,FEM,Australia,AUS,0,0,3,4,6,-0.803689,11.609444,-25.274398,133.775136
Gabon,GAB,Male,MAL,Australia,AUS,0,1,3,3,15,-0.803689,11.609444,-25.274398,133.775136
Gabon,GAB,Total,TOT,Australia,AUS,0,2,6,6,21,-0.803689,11.609444,-25.274398,133.775136
Gambia, The,GMB,Female,FEM,Australia,AUS,0,3,13,9,12,-99999,-99999,-25.274398,133.775136
Gambia, The,GMB,Male,MAL,Australia,AUS,1,3,6,7,41,-99999,-99999,-25.274398,133.775136
Gambia, The,GMB,Total,TOT,Australia,AUS,2,6,19,16,53,-99999,-99999,-25.274398,133.775136
Georgia,GEO,Female,FEM,Australia,AUS,110,318,156,710,158,42.315407,43.356892,-25.274398,133.775136
Georgia,GEO,Male,MAL,Australia,AUS,172,321,152,635,149,42.315407,43.356892,-25.274398,133.775136
Georgia,GEO,Total,TOT,Australia,AUS,283,638,309,1345,307,42.315407,43.356892,-25.274398,133.775136
Germany,DEU,Female,FEM,Australia,AUS,53877,62054,54125,55163,55173,51.165691,10.451526,-25.274398,133.775136
Germany,DEU,Male,MAL,Australia,AUS,50817,63631,52681,53647,52035,51.165691,10.451526,-25.274398,133.775136
Germany,DEU,Total,TOT,Australia,AUS,104693,125685,106805,108810,107208,51.165691,10.451526,-25.274398,133.775136
Ghana,GHA,Female,FEM,Australia,AUS,47,113,398,319,851,7.946527,-1.023194,-25.274398,133.775136
Ghana,GHA,Male,MAL,Australia,AUS,42,129,311,643,1178,7.946527,-1.023194,-25.274398,133.775136
Ghana,GHA,Total,TOT,Australia,AUS,89,242,709,961,2029,7.946527,-1.023194,-25.274398,133.775136
Gibraltar,GIB,Female,FEM,Australia,AUS,0,0,5,205,219,36.137741,-5.345374,-25.274398,133.775136
Gibraltar,GIB,Male,MAL,Australia,AUS,0,0,5,191,199,36.137741,-5.345374,-25.274398,133.775136
Gibraltar,GIB,Total,TOT,Australia,AUS,0,0,10,396,418,36.137741,-5.345374,-25.274398,133.775136
Greece,GRC,Female,FEM,Australia,AUS,34061,77611,68768,64272,57022,39.074208,21.824312,-25.274398,133.775136
Greece,GRC,Male,MAL,Australia,AUS,40158,84326,72624,67800,58320,39.074208,21.824312,-25.274398,133.775136
Greece,GRC,Total,TOT,Australia,AUS,74219,161937,141392,132072,115342,39.074208,21.824312,-25.274398,133.775136
Greenland,GRL,Female,FEM,Australia,AUS,0,0,2,0,9,71.706936,-42.604303,-25.274398,133.775136
Greenland,GRL,Male,MAL,Australia,AUS,0,0,2,0,29,71.706936,-42.604303,-25.274398,133.775136
Greenland,GRL,Total,TOT,Australia,AUS,0,0,3,0,38,71.706936,-42.604303,-25.274398,133.775136
Grenada,GRD,Female,FEM,Australia,AUS,0,9,6,46,60,12.262776,-61.604171,-25.274398,133.775136
Grenada,GRD,Male,MAL,Australia,AUS,0,12,5,50,60,12.262776,-61.604171,-25.274398,133.775136
